cap-shape,cap-surface,cap-color,bruises,odor,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
f,y,e,f,s,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,d
f,f,n,t,n,c,b,w,t,b,s,s,w,w,o,p,n,v,d
f,s,w,t,p,c,n,k,e,e,s,s,w,w,o,p,n,v,u
f,y,e,t,n,c,b,u,t,b,s,s,p,g,o,p,k,v,d
f,f,y,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
x,y,y,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,g
f,s,w,t,a,w,n,n,t,b,s,s,w,w,o,p,u,v,d
x,f,g,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,p
k,s,n,f,y,c,n,b,t,Unknown,s,s,w,w,o,e,w,v,d
x,s,w,f,c,c,n,g,e,b,s,s,w,w,o,p,n,v,d
x,f,y,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
f,f,g,f,n,w,b,n,t,e,f,f,w,w,o,e,k,s,g
b,f,w,f,n,w,b,w,e,Unknown,k,s,w,w,t,p,w,s,g
f,s,e,t,n,c,b,e,e,Unknown,s,s,e,e,t,e,w,c,w
f,y,e,f,f,c,n,b,t,Unknown,s,k,w,w,o,e,w,v,d
f,s,e,f,s,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,d
x,f,e,t,n,c,b,n,t,b,s,s,p,g,o,p,k,y,d
x,s,e,f,y,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,p
x,s,n,f,s,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,p
x,y,p,t,n,c,b,e,e,Unknown,s,s,w,w,t,e,w,c,w
b,y,y,t,a,c,b,w,e,c,s,s,w,w,o,p,n,n,g
x,s,n,f,n,c,b,y,e,Unknown,s,s,o,o,o,p,b,v,l
x,s,p,f,c,w,n,g,e,b,s,s,w,w,o,p,n,s,d
x,f,g,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,d
f,f,n,t,n,c,b,n,t,b,s,s,g,g,o,p,k,v,d
f,f,w,f,n,w,b,k,t,e,s,f,w,w,o,e,k,a,g
x,f,n,t,n,c,b,u,t,b,s,s,w,p,o,p,n,y,d
f,s,g,t,f,c,b,w,t,b,s,s,w,w,o,p,h,s,g
f,f,n,f,n,w,b,h,t,e,s,s,w,w,o,e,k,a,g
x,f,n,t,n,c,b,u,t,b,s,s,p,g,o,p,n,y,d
x,y,y,t,a,c,b,n,e,c,s,s,w,w,o,p,k,s,g
f,y,g,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
x,f,n,t,n,c,b,w,t,b,s,s,g,w,o,p,n,v,d
x,f,g,t,n,c,b,w,t,b,s,s,w,w,o,p,n,y,d
x,s,w,f,n,w,b,w,e,Unknown,s,s,w,w,t,p,w,s,g
f,f,y,f,f,c,b,p,e,b,k,k,p,p,o,l,h,v,g
f,f,y,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,g
f,y,g,f,f,c,b,p,e,b,k,k,b,p,o,l,h,v,p
k,s,n,f,y,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,d
x,s,p,f,c,c,n,p,e,b,s,s,w,w,o,p,k,v,d
b,s,w,t,l,c,b,g,e,c,s,s,w,w,o,p,k,n,m
f,y,p,t,n,c,b,g,e,b,s,s,w,w,t,p,r,v,m
f,y,w,t,p,c,n,p,e,e,s,s,w,w,o,p,k,s,g
b,f,g,f,n,w,b,g,e,Unknown,k,k,w,w,t,p,w,s,g
s,f,n,f,n,c,n,n,e,e,s,s,w,w,o,p,n,y,u
x,y,n,t,p,c,n,n,e,e,s,s,w,w,o,p,k,v,g
f,s,n,f,n,w,b,h,t,e,f,f,w,w,o,e,k,a,g
f,y,g,f,f,c,b,p,e,b,k,k,n,n,o,l,h,v,g
f,y,n,f,f,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,d
x,s,w,f,c,c,n,p,e,b,s,s,w,w,o,p,k,v,d
k,s,n,f,s,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,d
x,f,e,t,n,c,b,u,t,b,s,s,p,w,o,p,n,y,d
k,y,e,f,y,c,n,b,t,Unknown,k,k,w,w,o,e,w,v,d
f,f,n,f,n,w,b,n,t,e,f,s,w,w,o,e,k,a,g
f,s,n,f,n,c,b,n,e,Unknown,s,s,o,o,o,p,o,c,l
f,s,w,t,p,c,n,n,e,e,s,s,w,w,o,p,k,v,u
f,y,n,f,s,c,n,b,t,Unknown,s,k,p,p,o,e,w,v,d
x,y,e,t,n,c,b,n,t,b,s,s,g,g,o,p,n,v,d
x,y,w,f,n,c,n,h,e,Unknown,s,f,w,w,o,f,h,y,d
b,f,w,f,n,w,b,p,e,Unknown,k,k,w,w,t,p,w,s,g
x,y,y,f,f,c,b,g,e,b,k,k,p,p,o,l,h,v,p
k,s,b,t,n,c,b,e,e,Unknown,s,s,e,e,t,e,w,c,w
x,f,w,f,n,w,b,k,t,e,s,s,w,w,o,e,k,a,g
x,y,y,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
f,s,g,t,f,c,b,w,t,b,s,f,w,w,o,p,h,s,g
x,f,g,f,n,w,b,n,t,e,s,s,w,w,o,e,n,a,g
x,y,u,f,n,c,n,u,e,Unknown,s,f,w,w,o,f,h,v,d
f,s,e,f,f,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,p
f,s,n,f,s,c,n,b,t,Unknown,s,k,w,p,o,e,w,v,l
b,s,y,t,l,c,b,w,e,c,s,s,w,w,o,p,k,s,m
f,s,n,t,p,c,n,n,e,e,s,s,w,w,o,p,n,v,g
x,f,y,f,f,c,b,p,e,b,k,k,p,p,o,l,h,y,p
f,y,e,f,y,c,n,b,t,Unknown,s,s,p,w,o,e,w,v,p
f,y,y,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,g
x,y,e,t,n,c,b,w,t,b,s,s,p,w,o,p,k,y,d
x,y,g,t,n,c,b,n,t,b,s,s,w,g,o,p,n,v,d
x,y,n,t,n,c,b,u,t,b,s,s,w,w,o,p,n,v,d
f,s,w,f,n,w,b,n,t,e,f,s,w,w,o,e,k,s,g
x,y,g,t,n,c,b,u,t,b,s,s,w,w,o,p,k,y,d
f,y,y,t,a,c,b,p,e,r,s,y,w,w,o,p,n,y,p
f,y,e,f,s,c,n,b,t,Unknown,s,k,w,w,o,e,w,v,l
f,s,w,f,n,w,b,n,t,e,s,s,w,w,o,e,k,s,g
k,f,n,f,n,w,n,w,e,b,s,s,w,n,o,e,w,v,l
f,f,e,t,n,c,b,u,t,b,s,s,g,w,o,p,k,v,d
x,f,w,f,n,w,b,h,t,e,s,s,w,w,o,e,n,s,g
x,f,g,f,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
x,s,n,f,n,c,b,n,e,Unknown,s,s,o,o,o,p,b,v,l
x,y,n,t,n,c,b,n,t,b,s,s,w,p,o,p,k,v,d
x,f,w,f,c,w,n,p,e,b,s,s,w,w,o,p,k,s,d
f,s,e,f,f,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,l
f,y,n,t,n,c,b,p,t,b,s,s,p,w,o,p,k,v,d
x,y,e,t,n,c,b,p,t,b,s,s,w,g,o,p,n,y,d
f,y,n,t,n,c,b,n,t,b,s,s,g,p,o,p,k,y,d
x,f,g,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,d
f,f,y,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
x,y,y,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
b,y,w,t,l,c,b,g,e,c,s,s,w,w,o,p,n,n,m
x,f,y,f,f,c,b,h,e,b,k,k,n,b,o,l,h,v,d
x,f,n,f,n,w,b,k,t,e,f,s,w,w,o,e,k,s,g
f,y,g,t,n,c,b,u,t,b,s,s,g,w,o,p,k,v,d
f,y,n,t,n,c,b,n,t,b,s,s,g,w,o,p,n,v,d
x,f,g,t,n,c,b,p,t,b,s,s,w,w,o,p,n,v,d
f,y,n,t,l,c,b,n,e,r,s,y,w,w,o,p,k,s,p
k,s,e,f,y,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,d
k,y,e,f,f,c,n,b,t,Unknown,k,s,p,p,o,e,w,v,p
x,y,g,t,n,c,b,w,t,b,s,s,w,w,o,p,n,y,d
f,s,n,f,n,c,b,o,e,Unknown,s,s,o,o,o,p,o,c,l
x,f,n,t,n,c,b,u,t,b,s,s,w,w,o,p,k,v,d
b,s,w,t,l,c,b,k,e,c,s,s,w,w,o,p,k,s,m
k,f,g,f,n,w,b,w,e,Unknown,k,k,w,w,t,p,w,s,g
x,y,g,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
b,y,y,t,a,c,b,w,e,c,s,s,w,w,o,p,k,s,g
f,s,g,f,n,w,b,n,t,e,s,s,w,w,o,e,n,s,g
f,y,e,t,n,c,b,u,t,b,s,s,p,g,o,p,k,y,d
f,y,e,f,f,c,n,b,t,Unknown,k,k,w,p,o,e,w,v,p
x,f,w,f,n,w,b,p,t,e,s,f,w,w,o,e,k,a,g
k,y,n,f,f,c,n,b,t,Unknown,s,s,p,w,o,e,w,v,d
k,s,n,f,f,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,p
x,y,e,f,f,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,l
f,y,y,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
f,s,n,f,s,c,n,b,t,Unknown,s,k,p,p,o,e,w,v,p
f,y,c,t,n,c,b,w,e,b,s,s,w,w,t,p,w,v,p
x,y,n,f,m,c,b,y,e,c,k,y,c,c,n,n,w,c,d
k,y,e,t,n,c,b,w,e,Unknown,s,s,e,e,t,e,w,c,w
f,y,e,f,y,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,l
f,y,n,t,n,c,b,w,t,b,s,s,w,p,o,p,n,y,d
k,y,e,f,f,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,d
x,f,y,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
x,y,e,f,s,c,n,b,t,Unknown,s,k,p,p,o,e,w,v,d
f,s,n,f,s,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,p
x,f,w,f,n,w,b,p,t,e,s,s,w,w,o,e,k,s,g
f,y,g,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,g
x,y,w,t,a,c,b,g,e,c,s,s,w,w,o,p,n,s,m
f,s,w,t,f,c,b,p,t,b,s,f,w,w,o,p,h,s,g
x,f,g,f,f,c,b,g,e,b,k,k,b,p,o,l,h,y,p
f,s,w,f,n,w,b,h,t,e,s,f,w,w,o,e,k,s,g
x,f,g,f,c,w,n,u,e,b,s,s,w,w,o,p,k,s,d
x,f,n,f,n,w,b,n,t,e,s,f,w,w,o,e,n,s,g
x,y,y,f,f,c,b,h,e,b,k,k,n,n,o,l,h,v,d
x,f,g,f,f,c,b,g,e,b,k,k,p,n,o,l,h,y,p
x,f,y,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,d
x,y,y,f,f,c,b,g,e,b,k,k,n,n,o,l,h,y,g
f,y,g,f,f,c,b,g,e,b,k,k,n,n,o,l,h,y,d
k,s,n,f,f,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,p
x,y,g,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
f,y,g,t,n,c,b,n,t,b,s,s,g,p,o,p,n,y,d
f,y,e,f,y,c,n,b,t,Unknown,k,k,w,p,o,e,w,v,l
k,s,n,f,y,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,p
x,s,y,t,l,c,b,w,e,c,s,s,w,w,o,p,k,s,g
f,y,y,f,f,c,b,g,e,b,k,k,n,b,o,l,h,v,p
x,y,e,f,f,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,l
b,s,y,t,l,c,b,g,e,c,s,s,w,w,o,p,n,n,m
x,s,n,f,n,c,b,y,e,Unknown,s,s,o,o,o,p,b,c,l
f,f,y,f,f,c,b,h,e,b,k,k,b,p,o,l,h,y,p
f,y,n,t,n,c,b,p,t,b,s,s,w,w,o,p,k,y,d
f,y,n,f,y,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,l
x,y,w,t,a,c,b,g,e,c,s,s,w,w,o,p,k,s,m
k,y,n,t,n,c,b,w,e,Unknown,s,s,w,e,t,e,w,c,w
x,y,e,f,f,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,p
f,s,y,t,l,w,n,w,t,b,s,s,w,w,o,p,n,v,d
f,f,g,f,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
k,y,e,f,s,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,p
b,y,w,t,a,c,b,w,e,c,s,s,w,w,o,p,k,s,g
x,y,n,t,n,c,b,w,t,b,s,s,g,w,o,p,k,y,d
f,y,e,t,n,c,b,u,t,b,s,s,g,g,o,p,n,y,d
x,f,n,t,n,c,b,p,t,b,s,s,g,w,o,p,k,y,d
f,s,b,t,f,c,b,p,t,b,f,s,w,w,o,p,h,s,u
k,f,g,f,n,w,b,p,e,Unknown,k,k,w,w,t,p,w,s,g
f,s,n,f,n,c,b,w,e,b,y,y,n,n,t,p,w,y,p
x,y,w,t,l,c,b,k,e,c,s,s,w,w,o,p,k,n,g
x,s,n,f,y,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,d
x,f,n,f,n,w,b,h,t,e,s,f,w,w,o,e,n,a,g
x,y,n,t,p,c,n,k,e,e,s,s,w,w,o,p,n,v,u
x,y,g,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,g
x,f,y,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
x,f,n,t,n,c,b,w,t,b,s,s,p,g,o,p,n,v,d
k,y,n,f,y,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,d
x,y,g,t,n,c,b,p,t,b,s,s,w,p,o,p,k,y,d
f,y,n,t,n,c,b,w,t,b,s,s,w,g,o,p,n,v,d
f,f,g,f,f,c,b,g,e,b,k,k,n,n,o,l,h,y,p
k,f,w,f,n,w,b,p,e,Unknown,s,k,w,w,t,p,w,n,g
x,f,g,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
x,y,y,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,g
x,y,g,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,g
f,f,e,t,n,c,b,w,t,b,s,s,w,w,o,p,k,v,d
x,f,n,f,n,w,b,p,t,e,f,f,w,w,o,e,n,s,g
f,y,g,t,n,c,b,w,t,b,s,s,w,g,o,p,n,y,d
f,s,n,f,n,w,b,k,t,e,f,f,w,w,o,e,n,s,g
f,y,n,t,n,c,b,n,t,b,s,s,p,g,o,p,k,y,d
x,f,g,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,p
k,f,g,f,n,w,b,w,e,Unknown,s,s,w,w,t,p,w,s,g
x,f,y,f,f,c,b,p,e,b,k,k,n,p,o,l,h,v,g
f,y,g,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,g
k,y,n,f,f,c,n,b,t,Unknown,k,s,p,p,o,e,w,v,l
b,y,w,t,l,c,b,w,e,c,s,s,w,w,o,p,k,s,m
k,y,y,f,n,c,n,w,e,Unknown,k,y,w,y,o,e,w,v,d
b,s,n,f,n,c,b,y,e,Unknown,s,s,o,o,o,p,y,v,l
x,f,n,t,n,c,b,u,t,b,s,s,w,w,o,p,n,y,d
f,f,y,t,a,w,n,p,t,b,s,s,w,w,o,p,n,v,d
f,f,n,f,n,w,b,n,t,e,s,s,w,w,o,e,n,s,g
f,y,g,t,n,c,b,n,t,b,s,s,w,g,o,p,n,y,d
f,y,p,t,n,c,b,w,e,b,s,s,w,w,t,p,w,v,p
x,f,g,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
k,s,w,f,n,w,b,g,e,Unknown,s,k,w,w,t,p,w,n,g
x,y,y,f,f,c,b,g,e,b,k,k,b,p,o,l,h,y,g
f,f,g,t,n,c,b,u,t,b,s,s,p,g,o,p,k,y,d
f,s,w,f,n,w,b,k,t,e,f,s,w,w,o,e,n,s,g
f,f,n,t,n,c,b,p,t,b,s,s,p,p,o,p,n,v,d
f,y,n,t,p,c,n,w,e,e,s,s,w,w,o,p,n,v,g
b,s,y,t,l,c,b,k,e,c,s,s,w,w,o,p,k,s,m
x,y,n,t,a,c,b,p,e,r,s,y,w,w,o,p,k,y,p
f,y,g,f,f,c,b,h,e,b,k,k,n,b,o,l,h,v,p
x,f,w,f,n,w,b,p,t,e,f,s,w,w,o,e,k,a,g
x,s,e,f,f,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,d
f,y,e,t,n,c,b,p,t,b,s,s,g,p,o,p,k,y,d
x,s,w,t,l,c,b,k,e,c,s,s,w,w,o,p,k,n,m
x,y,e,t,n,c,b,n,t,b,s,s,g,w,o,p,k,v,d
f,f,g,f,n,c,n,g,e,e,s,s,w,w,o,p,n,v,u
f,y,y,f,f,c,b,p,e,b,k,k,p,b,o,l,h,v,d
b,y,y,t,l,c,b,n,e,c,s,s,w,w,o,p,n,n,g
f,f,n,f,n,w,b,p,t,e,s,f,w,w,o,e,k,s,g
f,f,g,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,d
f,y,g,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
x,s,n,f,y,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,p
x,y,e,f,s,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,d
f,s,n,f,y,c,n,b,t,Unknown,s,k,p,p,o,e,w,v,d
f,f,g,f,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
x,y,e,t,n,c,b,p,t,b,s,s,w,g,o,p,k,v,d
f,s,w,t,p,c,n,w,e,e,s,s,w,w,o,p,n,s,u
k,s,e,f,s,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,p
x,y,y,t,l,c,b,n,e,r,s,y,w,w,o,p,n,s,g
x,f,w,f,n,w,b,p,e,Unknown,k,k,w,w,t,p,w,n,g
x,y,n,t,n,c,b,p,t,b,s,s,g,w,o,p,k,y,d
f,s,w,t,a,w,n,w,t,b,s,s,w,w,o,p,n,v,d
x,f,g,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
k,s,e,f,y,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,l
x,s,e,f,s,c,n,b,t,Unknown,s,k,p,p,o,e,w,v,d
x,y,n,t,n,c,b,u,t,b,s,s,w,p,o,p,n,v,d
f,f,g,f,n,c,n,g,e,e,s,s,w,w,o,p,k,v,u
x,s,p,f,c,w,n,u,e,b,s,s,w,w,o,p,k,s,d
x,f,g,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
x,f,g,f,c,c,n,p,e,b,s,s,w,w,o,p,k,s,d
x,f,e,t,n,c,b,w,t,b,s,s,p,g,o,p,n,v,d
f,f,g,f,f,c,b,p,e,b,k,k,p,p,o,l,h,y,p
f,y,n,f,s,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,l
x,y,n,f,y,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,d
f,s,n,f,s,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,l
b,s,y,t,a,c,b,n,e,c,s,s,w,w,o,p,k,s,m
k,y,e,f,y,c,n,b,t,Unknown,s,s,w,w,o,e,w,v,p
f,y,e,t,n,c,b,p,t,b,s,s,w,w,o,p,k,y,d
x,s,e,f,y,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,p
x,s,b,t,f,c,b,p,t,b,s,s,w,w,o,p,h,s,u
x,s,e,f,y,c,n,b,t,Unknown,k,s,p,p,o,e,w,v,p
x,f,y,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,d
x,y,y,t,a,c,b,n,e,r,s,y,w,w,o,p,k,y,p
x,s,n,f,y,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,d
f,y,b,t,n,c,b,w,e,b,s,s,w,w,t,p,r,v,g
x,s,w,f,n,w,b,g,e,Unknown,s,k,w,w,t,p,w,n,g
f,s,w,t,f,c,b,h,t,b,s,f,w,w,o,p,h,v,g
x,f,g,f,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
f,s,w,t,f,c,b,h,t,b,s,f,w,w,o,p,h,s,u
f,y,g,t,n,c,b,u,t,b,s,s,p,p,o,p,n,v,d
b,y,y,t,l,c,b,k,e,c,s,s,w,w,o,p,n,s,m
f,y,e,t,n,c,b,w,t,b,s,s,g,g,o,p,k,v,d
b,s,y,t,a,c,b,n,e,c,s,s,w,w,o,p,k,s,g
x,s,n,f,f,c,n,b,t,Unknown,s,s,p,w,o,e,w,v,p
x,s,n,t,n,c,b,w,e,Unknown,s,s,w,w,t,e,w,c,w
f,y,g,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
f,y,e,t,n,c,b,w,t,b,s,s,g,w,o,p,k,v,d
f,y,e,t,n,c,b,w,t,b,s,s,g,g,o,p,n,v,d
x,f,g,f,n,c,n,p,e,e,s,s,w,w,o,p,n,v,u
k,s,e,f,s,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,p
x,y,g,f,f,c,b,g,e,b,k,k,n,n,o,l,h,v,g
f,y,y,t,l,c,b,p,e,r,s,y,w,w,o,p,n,y,p
b,s,w,t,n,c,b,w,e,b,s,s,w,w,t,p,r,v,m
x,f,g,f,n,w,b,k,t,e,s,f,w,w,o,e,k,a,g
x,y,g,t,n,c,b,u,t,b,s,s,g,w,o,p,k,y,d
x,f,g,f,f,c,b,h,e,b,k,k,b,n,o,l,h,v,d
x,y,e,f,s,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,d
x,s,n,f,n,c,b,o,e,Unknown,s,s,o,o,o,p,o,v,l
b,s,g,f,n,w,b,p,e,Unknown,k,k,w,w,t,p,w,n,g
f,y,n,t,n,c,b,u,t,b,s,s,w,w,o,p,n,v,d
b,s,w,t,l,c,b,w,e,c,s,s,w,w,o,p,k,n,m
x,y,n,t,n,c,b,w,t,b,s,s,p,w,o,p,n,y,d
x,s,n,f,y,c,n,b,t,Unknown,s,k,w,w,o,e,w,v,l
f,f,g,f,n,w,b,p,t,e,f,f,w,w,o,e,n,a,g
f,s,p,t,n,c,b,e,e,Unknown,s,s,w,e,t,e,w,c,w
f,s,n,f,f,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,l
b,y,y,t,l,c,b,g,e,c,s,s,w,w,o,p,k,s,g
x,f,n,t,n,c,b,p,t,b,s,s,g,g,o,p,k,y,d
b,f,w,f,n,w,b,g,e,Unknown,k,k,w,w,t,p,w,s,g
b,y,y,t,l,c,b,g,e,c,s,s,w,w,o,p,k,n,g
f,f,y,f,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
b,y,w,t,a,c,b,w,e,c,s,s,w,w,o,p,n,s,g
s,f,n,f,n,c,n,p,e,e,s,s,w,w,o,p,k,v,u
f,f,y,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
x,y,g,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
x,f,g,f,f,c,b,g,e,b,k,k,n,n,o,l,h,y,g
k,s,e,f,s,c,n,b,t,Unknown,s,k,w,w,o,e,w,v,p
f,s,e,f,f,c,n,b,t,Unknown,s,k,w,p,o,e,w,v,p
f,f,w,f,n,w,b,n,t,e,s,f,w,w,o,e,n,a,g
x,s,e,f,y,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,l
x,f,p,f,c,c,n,g,e,b,s,s,w,w,o,p,k,s,d
k,s,n,f,s,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,d
f,s,b,t,f,c,b,w,t,b,f,s,w,w,o,p,h,v,u
x,f,g,f,n,w,b,k,t,e,s,f,w,w,o,e,n,s,g
f,y,g,t,n,c,b,u,t,b,s,s,w,g,o,p,k,v,d
x,s,p,t,n,c,b,w,e,b,s,s,w,w,t,p,w,v,p
x,y,n,f,f,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,l
f,y,y,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
f,f,g,t,n,c,b,n,t,b,s,s,g,p,o,p,k,v,d
f,y,y,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,g
x,f,g,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,d
x,s,w,f,c,w,n,p,e,b,s,s,w,w,o,p,n,s,d
x,y,n,t,l,c,b,n,e,r,s,y,w,w,o,p,k,s,g
f,f,g,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
x,s,n,f,n,w,b,n,t,e,s,f,w,w,o,e,n,s,g
x,f,g,f,f,c,b,h,e,b,k,k,p,p,o,l,h,v,g
x,f,n,f,n,w,b,n,t,e,s,f,w,w,o,e,k,a,g
f,y,n,f,s,c,n,b,t,Unknown,k,k,w,w,o,e,w,v,d
x,y,g,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,g
f,y,r,f,n,c,n,u,e,Unknown,s,f,w,w,o,f,h,y,d
x,s,e,f,s,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,d
x,f,g,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,d
f,y,y,t,a,c,b,p,e,r,s,y,w,w,o,p,k,y,g
x,y,n,f,y,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,l
x,y,g,t,n,c,b,u,t,b,s,s,g,g,o,p,k,y,d
f,f,y,f,f,c,b,g,e,b,k,k,n,n,o,l,h,v,p
x,y,g,t,n,c,b,w,t,b,s,s,w,w,o,p,k,y,d
x,s,w,f,n,w,b,h,t,e,f,f,w,w,o,e,n,a,g
x,s,n,f,y,c,n,b,t,Unknown,k,s,p,p,o,e,w,v,d
x,s,g,f,n,w,b,w,e,Unknown,s,s,w,w,t,p,w,n,g
x,y,n,t,a,c,b,n,e,r,s,y,w,w,o,p,k,s,p
x,f,n,t,n,c,b,w,t,b,s,s,w,p,o,p,n,y,d
f,s,e,f,f,c,n,b,t,Unknown,s,k,w,p,o,e,w,v,d
k,y,n,f,m,c,b,y,e,c,k,y,c,c,n,n,w,c,d
x,y,e,f,s,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,p
f,f,n,t,n,c,b,p,t,b,s,s,g,g,o,p,k,y,d
f,f,n,t,n,c,b,n,t,b,s,s,p,g,o,p,k,y,d
x,f,g,t,n,c,b,w,t,b,s,s,w,p,o,p,n,v,d
b,y,y,t,a,c,b,k,e,c,s,s,w,w,o,p,k,s,m
f,y,e,f,y,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,d
k,s,n,f,s,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,d
x,f,g,f,f,c,b,p,e,b,k,k,b,p,o,l,h,v,d
b,s,w,t,n,c,b,w,e,b,s,s,w,w,t,p,r,v,g
x,f,g,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,p
x,y,n,t,a,c,b,w,e,r,s,y,w,w,o,p,k,y,g
b,y,y,t,a,c,b,w,e,c,s,s,w,w,o,p,k,s,m
f,y,e,f,s,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,d
f,s,w,f,n,w,b,p,t,e,f,s,w,w,o,e,k,s,g
x,y,e,f,m,c,b,w,e,c,k,y,c,c,n,n,w,c,d
k,s,e,f,y,c,n,b,t,Unknown,s,k,p,p,o,e,w,v,p
f,y,g,f,f,c,b,p,e,b,k,k,b,p,o,l,h,y,p
x,s,g,t,f,c,b,w,t,b,f,s,w,w,o,p,h,s,u
b,f,g,f,n,w,b,g,e,Unknown,k,s,w,w,t,p,w,s,g
x,f,w,f,n,w,b,g,e,Unknown,s,k,w,w,t,p,w,n,g
